Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,535 E 75TH ST,NEW YORK,NY,10021,Manhattan
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,507 E 70TH ST,NEW YORK,NY,10021,Manhattan
KEY PARKING LLC,2125810535,115 E 9TH ST,NEW YORK,NY,10003,Manhattan
KELLY ST PARKING LLC,7183436262,950 WESTCHESTER AVE,BRONX,NY,10459,Bronx
CHAMPION 221 LLC,2123085959,216 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,135 E 31ST ST,NEW YORK,NY,10016,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,90 OCEANA DR W,BROOKLYN,NY,11235,Brooklyn
"IMPERIAL PARKING (U.S), LLC",2129378660,31 NAGLE AVENUE,NEW YORK,NY,10040,
60 SUTTON PLACE PARKING LLC,2128887400,60 SUTTON PL S,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,282 11TH AVE,NEW YORK,NY,10001,Manhattan
UPPER MANHATTAN PARKING LLC,2124211117,1845 PARK AVE,NEW YORK,NY,10035,Manhattan
PACIFIC PARKING LLC,2033212129,700 PACIFIC ST,BROOKLYN,NY,11217,Brooklyn
"KINNEY PARKING SYSTEM, INC.",7187974864,85 LIVINGSTON ST,BROOKLYN,NY,11201,Brooklyn
PARK 70 LLC,2123272626,400 E 70TH ST,NEW YORK,NY,10021,Manhattan
QUIK PARK YORK AVENUE LLC,2126869800,400 E 71ST ST,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,870 8TH AVE,NEW YORK,NY,10019,Manhattan
NATIONS 47 PARKING LLC,2126869800,885 2ND AVE,NEW YORK,NY,10017,Manhattan
MAGIC PARKING LLC,2122893800,225 SAINT NICHOLAS AVE,NEW YORK,NY,10027,Manhattan
WHITNEY 90 PARKING LLC,212-686-9800,200 E 90TH ST,NEW YORK,NY,10128,Manhattan
M&N Group Parking Inc,9174705093,2990 JEROME AVE,BRONX,NY,10468,Bronx
"IMPERIAL PARKING (U.S.), LLC.",2129378660,212 S OXFORD ST,BROOKLYN,NY,11217,Brooklyn
605 PARKING CORP.,2127367171,605 PARK AVE,NEW YORK,NY,10065,Manhattan
MURRAY 38 PARKING LLC,2126869800,155 E 38TH ST,NEW YORK,NY,10016,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,1250 BROADWAY,NEW YORK,NY,10001,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,1199 PARK AVE,NEW YORK,NY,10128,Manhattan
ROX PARKING LLC,2123272626,931 1ST AVE,NEW YORK,NY,10022,Manhattan
EAST 79TH STREET PARKING LLC,2124903460,505 E 79TH ST,NEW YORK,NY,10075,Manhattan
UPTOWN PARKING LLC,212-686-9800,201 E 63RD ST,NEW YORK,NY,10065,Manhattan
330 THIRD PARKING CORP.,2127367171,330 3RD AVE,NEW YORK,NY,10010,Manhattan
GRAMERCY 24 PARKING LLC,2126869800,401 2ND AVE,NEW YORK,NY,10010,Manhattan
"ALBERT AUTO SALES & PARKING, INC.",7182942319,1540 JEROME AVE,BRONX,NY,10452,Bronx
QUIK PARK W. 14TH STREET LLC,212-686-9800,222 W 14TH ST,NEW YORK,NY,10011,Manhattan
FLORAL 26 PARKING LLC,2126869800,55 W 25TH ST,NEW YORK,NY,10010,Manhattan
333 EAST 46TH ST. PARKING CORP.,2126869800,333 E 46TH ST,NEW YORK,NY,10017,Manhattan
W. 79TH STREET PARKING CORP.,2122435900,200 W 79TH ST,NEW YORK,NY,10024,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,724-732 AVENUE OF THE AMERICAS,NEW YORK,NY,10010,
150 EAST 18TH STREET PARKING CORP,2127367171,196-202 THIRD AVE,NEW YORK,NY,10003,Manhattan
ALLIANCE PARKING WEST 43 ST LLC,2125810535,500 W 43RD ST,NEW YORK,NY,10036,Manhattan
"SCHERMERHORN PARKING MGMT, LLC",2127957275,200 SCHERMERHORN ST,BROOKLYN,NY,11201,Brooklyn
JONATHAN & GABRIELLE PARKING INC.,7187310931,1521 INWOOD AVE,BRONX,NY,10452,Bronx
"ENTERPRISE PARKING COMPANY, LLC",2125329682,2500 FDR DR,NEW YORK,NY,10016,Manhattan
PUTNAM GARDENS PARKING CORP.,7184327226,3815 PUTNAM AVE W,BRONX,NY,10463,Bronx
ML GJUSHI PROPERTIES LLC,,453 E 184TH ST,BRONX,NY,10458,Bronx
NYC PARKING GROUP I LLC,7182850102,333 E 75TH ST,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,301 E 66TH ST,NEW YORK,NY,10065,Manhattan
TAINO PARKING CORPORATION,2124109174,211 E 122ND ST,NEW YORK,NY,10035,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,530 E 76TH ST,NEW YORK,NY,10021,Manhattan
PARK RIGHT CORPORATION,2124599003,564 SAINT JOHNS PL,BROOKLYN,NY,11238,Brooklyn
QUIK PARK LIBBY LLC,2128322066,301 E 48TH ST,NEW YORK,NY,10017,Manhattan
WATERFRONT PARKING LLC,2126869800,95 WALL ST,NEW YORK,NY,10005,Manhattan
PARK KWIK LLC,2129745840,770 11TH AVE,NEW YORK,NY,10019,Manhattan
HESTER PARKING CORP.,9736228888,106 MOTT ST,NEW YORK,NY,10013,Manhattan
AMPCO SYSTEM PARKING,6464391610,450 E 29TH ST,NEW YORK,NY,10016,Manhattan
AIR PARK OF JFK INC.,7182767000,15344 S CONDUIT AVE,JAMAICA,NY,11434,Queens
QUIK PARK PCVST GARAGE LLC,2126145862,279 AVENUE C,NEW YORK,NY,10009,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,35 E 38TH ST,NEW YORK,NY,10016,Manhattan
"MUTUAL PARKING, INC.",2128887400,605 E 82ND ST,NEW YORK,NY,10028,Manhattan
F & A PARKING CORP,7183992640,14238 37TH AVE,FLUSHING,NY,11354,Queens
ALLIANCE DAG PARKING LLC,212-795-7275,240 E 47TH ST,NEW YORK,NY,10017,Manhattan
"UNISPHERE MANAGEMENT, LLC",7188882367,13618 41ST AVE,FLUSHING,NY,11355,Queens
PARK KWIK LLC,2129745840,85 ADAMS ST,BROOKLYN,NY,11201,Brooklyn
ATLANTIC GROUP PARKING INC,7186384977,1171 ATLANTIC AVE,BROOKLYN,NY,11216,Brooklyn
JO-MEG GARAGE CORP.,2129562280,80 CENTRAL PARK W,NEW YORK,NY,10023,Manhattan
"WORLD TOWER PARKING GARAGE, LLC",2125643199,310 W 144TH ST,NEW YORK,NY,10030,Manhattan
"CAPABLE CAR PARK, LLC",2122216111,210 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,250 E 67TH ST,NEW YORK,NY,10065,Manhattan
STANDARD PARKING GARAGE,,9015 QUEENS BLVD,ELMHURST,NY,11373,Queens
PRONTO PARKING CORP,2124903460,169 E 65TH ST,NEW YORK,NY,10065,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,5100 KINGS PLZ,BROOKLYN,NY,11234,Brooklyn
K & R PARKING CORP.,6468374721,1855 E TREMONT AVE,BRONX,NY,10460,Bronx
"KINNEY PARKING SYSTEM, LLC",2125025490,3739 W 12TH ST,NEW YORK,NY,10011,
IMPERIAL PARKING US LLC,2129378660,155 W 70TH ST,NEW YORK,NY,10023,Manhattan
PV PARKING II CORP,646-302-4330,3128 QUEENS BLVD,LONG ISLAND CITY,NY,11101,Queens
"C & S PARKING GARAGE, INC.",6465336409,1208 FRANKLIN AVE,BRONX,NY,10456,Bronx
24 PARKING GARAGE INC,7182934872,1231 WEBSTER AVE,BRONX,NY,10456,Bronx
QUIK PARK 390 GARAGE LLC,2128322066,390 PARK AVE,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,109-27 E 58TH ST/ 110 E 59TH STREET,NEW YORK,NY,10022,Manhattan
ADD PARK INC,7189939003,3213 3RD AVE,BRONX,NY,10451,Bronx
AERO PARKING CORP.,2128661000,10 E 30TH ST,NEW YORK,NY,10016,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,35 EAST   38 STREET,NEW YORK,NY,10016,
SP PLUS CORPORATION,2123217621,75 PARK PL,NEW YORK,NY,10007,Manhattan
SHERMAN PARKING MANAGEMENT LLC,765-276-7275,11 BROADWAY,BROOKLYN,NY,11249,Brooklyn
400 EAST 56 PARKING LLC,2127522884,400 E 56TH ST,NEW YORK,NY,10022,Manhattan
"ABM INDUSTRY GROUPS, LLC",2127576500,17 E 54TH ST,NEW YORK,NY,10022,Manhattan
QUIK PARK CPS LLC,2128322066,116 CENTRAL PARK W,NEW YORK,NY,10019,Manhattan
SLOPE CAR PARK INC.,2122216111,429 12TH ST,BROOKLYN,NY,11215,Brooklyn
CHAMPION PARKING 80 LLC,2125358002,445 E 80TH ST,NEW YORK,NY,10075,Manhattan
"IMPERIAL PARKING (U.S.), INC",2129378660,325 AVENUE C,NEW YORK,NY,10009,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,100 MORTON ST,NEW YORK,NY,10014,Manhattan
QUEENS BLVD PETROLEUM LLC,914-699-9500,3105 QUEENS BLVD,LONG ISLAND CITY,NY,11101,Queens
"KINNEY PARKING SYSTEM, INC.",7184325834,2500 JOHNSON AVE,BRONX,NY,10463,Bronx
ENTERPRISE 24TH PARKING LLC,2125643199,214 E 24TH ST,NEW YORK,NY,10010,Manhattan
PLAZA 48 PARKING LLC,2126869800,326 E 49TH ST,NEW YORK,NY,10017,Manhattan
QUIK PARK WEST 12TH ST. LLC,212-686-9800,175 W 12TH ST,NEW YORK,NY,10011,Manhattan
116TH-117TH STREET PARKING CORP.,2127367171,23 W 116TH ST,NEW YORK,NY,10026,Manhattan
305 EAST 80TH PARKING LLC,2126283121,305 E 80TH ST,NEW YORK,NY,10075,Manhattan
"GUILLEN BUSINESS CENTER, INC.",9175591203,700 GRAND CONCOURSE,BRONX,NY,10451,Bronx
"G&M PARKING GARAGE, CORP.",7184839458,1208 FRANKLIN AVE,BRONX,NY,10456,Bronx
22ND AND SIXTH PARKING LLC,2126869800,60 W 23RD ST,NEW YORK,NY,10010,Manhattan
FULL HOUSE PARKING LLC,3477320219,13511 40TH RD,FLUSHING,NY,11354,Queens
SWIFT PARKING LLC,2126869800,160 E 88TH ST,NEW YORK,NY,10128,Manhattan
ACTIVE PARKING LLC,2126869800,2373 BROADWAY,NEW YORK,NY,10024,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,109 E 58TH ST,NEW YORK,NY,10022,Manhattan
62 MULBERRY PARKING CORP,212-736-7171,62 MULBERRY ST,NEW YORK,NY,10013,Manhattan
"CRYSTAL CAR PARK, LLC",2129966363,200 E 24TH ST,NEW YORK,NY,10010,Manhattan
BROOK PARK PARKING CORP.,9174705093,1820 E TREMONT AVE,BRONX,NY,10460,Bronx
JEROME PARKING CORP.,7187167170,1961 JEROME AVE,BRONX,NY,10453,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,138 E 50TH ST,NEW YORK,NY,10022,Manhattan
ASTORIA CENTRAL PARKING LLC,7544447275,3157 31ST ST,ASTORIA,NY,11106,Queens
CHAMPION PARKING 53 LLC,2123085959,821-827 7 AVE,NEW YORK,NY,10019,
900 8TH AVENUE GARAGE LLC,6465840409,900 8TH AVE,NEW YORK,NY,10019,Manhattan
GREENWICH STREET PARKING LLC,2126869800,551 GREENWICH ST,NEW YORK,NY,10014,Manhattan
PARK AVENUE 39 PARKING LLC,212-686-9800,90 PARK AVE,NEW YORK,NY,10016,Manhattan
QUIK PARK 86TH ST. LLC,2126509677,444 E 86TH ST,NEW YORK,NY,10028,Manhattan
1114 SIXTH PARKING LLC,212-686-9800,1114 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,Manhattan
FDD ENTERPRISES INC.,6463997098,3000 PARK AVE,BRONX,NY,10451,Bronx
"60 SUTTON PLACE PARKING ASSOCIATES, LLC",2125352890,60 SUTTON PL S,NEW YORK,NY,10022,Manhattan
"CHAMPION PARKING 46, LLC",2123085959,247 W 46TH ST,NEW YORK,NY,10036,Manhattan
QUIK PARK 48TH ST. GARAGE CORP.,2128322066,300 E 48TH ST,NEW YORK,NY,10017,Manhattan
BRUCKNER PARKING LLC,212-929-9404,25 BRUCKNER BLVD,BRONX,NY,10454,Bronx
157-57TH INC,2122232838,153 E 57TH ST,NEW YORK,NY,10022,Manhattan
ALERT GARAGE CORP.,7187860643,3017 40TH AVE,LONG IS CITY,NY,11101,Queens
DISCOVER 97 PARKING LLC,2126869800,750 COLUMBUS AVE,NEW YORK,NY,10025,Manhattan
250 WEST PARKING CORP.,2127367171,250 W 19TH ST,NEW YORK,NY,10011,Manhattan
"V.J. MEGA PARKING SYSTEMS, INC.",2126501339,343 E 74TH ST,NEW YORK,NY,10021,Manhattan
QUIK PARK 3RD AVE LLC,2128322066,1142 3RD AVE,NEW YORK,NY,10065,Manhattan
BRISTOL 65 PARKING LLC,2126869800,200 E 65TH ST,NEW YORK,NY,10065,Manhattan
QUIK PARK PCVST GARAGE LLC,2126145862,325 AVENUE C,NEW YORK,NY,10009,Manhattan
EAST 105TH STREET PARKING LLC,2125347019,156 E 105TH ST,NEW YORK,NY,10029,Manhattan
BK PARKING GROUP INC.,917-327-7488,4566 BROADWAY,NEW YORK,NY,10040,Manhattan
T & K PARKING INC.,9176569896,61 CHRYSTIE ST,NEW YORK,NY,10002,Manhattan
ROPETMAR GARAGE INC.,2127511080,299 PEARL ST,NEW YORK,NY,10038,Manhattan
BELLTEL 365 PARKING LLC,82-1130031,365 BRIDGE ST,BROOKLYN,NY,11201,Brooklyn
STATUE PARKING LLC,2125710538,20 RIVER TER,NEW YORK,NY,10282,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,554 W 174TH ST,NEW YORK,NY,10033,Manhattan
ZAFIRO PARKING INC.,2127490125,1380 MLK JR BLVD,BRONX,NY,10452,Bronx
PRIOR PARKING LLC,2126869800,40-50 W 61ST ST,NEW YORK,NY,10023,
NYULMC E GARAGE CORP.,2127367171,333 E 38TH ST,NEW YORK,NY,10016,Manhattan
REX PARKING CORP.,5166984240,10 E 153RD ST,BRONX,NY,10451,Bronx
COSMOPOLITAN PARKING CORP.,2122493344,34 E 21ST ST,NEW YORK,NY,10010,Manhattan
157-53 PARKING CORP,6464639403,157 E 57TH ST,NEW YORK,NY,10022,Manhattan
IMPERIAL PARKING (US) LLC,2129378660,222 W 14TH ST,NEW YORK,NY,10011,Manhattan
QUIK PARK 89TH ST. LLC,2128322066,207 W 88TH ST,NEW YORK,NY,10024,Manhattan
158TH NY CORP,7189938026,85 E 158TH ST,BRONX,NY,10451,Bronx
LIVINGSTON STREET PARKING LLC,212-686-9800,111 LIVINGSTON ST,BROOKLYN,NY,11201,Brooklyn
STANDARD PARKING CORPORATION,7188971220,10440 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
ENC PARKING CORPORATION,9173251969,69 5TH AVE,NEW YORK,NY,10003,Manhattan
TOREN PARKING LLC,9177493600,255 FLATBUSH AVENUE EXT,BROOKLYN,NY,11201,
WEST VILLAGE GARAGE CORP,212-262-4771,125 PERRY ST,NEW YORK,NY,10014,Manhattan
59 AND 5TH PARKING LLC,2126869800,767 5TH AVE,NEW YORK,NY,10153,Manhattan
101 WEST END PARKING LLC,2126869800,101 W END AVE,NEW YORK,NY,10023,Manhattan
IMPARK210CPS LLC,212-937-8660,210 CENTRAL PARK S,NEW YORK,NY,10019,Manhattan
PEAK TIME PARKING INC.,7182204580,1231 EDWARD L GRANT HWY,BRONX,NY,10452,Bronx
KC ONE PARK CORP.,7182850102,330 3RD AVE,NEW YORK,NY,10010,Manhattan
FASHION 35 PARKING LLC,2126869800,1328 BROADWAY,NEW YORK,NY,10001,Manhattan
HJ PARKING LLC,2126869800,301-309 W 51ST ST,NEW YORK,NY,10019,
"IMPERIAL PARKING (U.S.), LLC",2129378660,89-35 162 STREET,JAMAICA,NY,11432,
REYER PARKING CORP.,2125416050,257 E 187TH ST,BRONX,NY,10458,Bronx
1745 BROADWAY PARKING MANAGEMENT CORP.,2127367171,1745 BROADWAY,NEW YORK,NY,10019,Manhattan
DIRECT PARKING LLC,2126869800,51 W 56TH ST,NEW YORK,NY,10019,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,9330 HORACE HARDING EXPRESSWAY,QUEENS,NY,11374,Queens
ENTERPRISE 30TH STREET GARAGE LLC,2126270012,529 W 29TH ST,NEW YORK,NY,10001,Manhattan
STANDARD PARKING CORPORATION,7188943580,8036 COOPER AVE,GLENDALE,NY,11385,Queens
786 PARKING CORP,7186180029,313 SAINT MARKS AVE,BROOKLYN,NY,11238,Brooklyn
MP HUB PARKING LLC,2124903460,3000 3RD AVE,BRONX,NY,10455,Bronx
ONE PARKING 89TH STREET LLC,4802722100,205 W 89TH ST,NEW YORK,NY,10024,Manhattan
CHELSEA 29 PARKING LLC,2126869800,525 W 28TH ST,NEW YORK,NY,10001,Manhattan
A&P PARKING CORP.,2123601711,339 GREENE AVE,BROOKLYN,NY,11238,Brooklyn
155 EAST 55TH STREET PARKING CORP,2127367171,155 E 55TH ST,NEW YORK,NY,10022,Manhattan
MAJESTIC CAR PARK LLC,2122216111,1199 PARK AVE,NEW YORK,NY,10128,Manhattan
KC THIRD AVENUE PARKING LLC,7187880066,330 3RD AVE,NEW YORK,NY,10010,Manhattan
"SAM PARKING, L.L.C.",2129666774,360 W BROADWAY,NEW YORK,NY,10013,Manhattan
Z AND G PARKING LLC,2129799815,2355 WEBSTER AVE,BRONX,NY,10458,Bronx
345 Sheffield Parking LLC,,345 SHEFFIELD AVE,BROOKLYN,NY,11207,Brooklyn
36-36 PRINCE PARKING LLC,7183580001,3636 PRINCE ST,FLUSHING,NY,11354,Queens
"LA MIRAGE CAR PARK, INC.",2122216111,17810 WEXFORD TER,JAMAICA,NY,11432,Queens
SAMO PARKING LLC,2127143571,401 E 74TH ST,NEW YORK,NY,10021,Manhattan
304 WEST 49TH PARKING CORP.,2122475607,304 W 49TH ST,NEW YORK,NY,10019,Manhattan
"ONE PARKING GOTHAM, INC.",2123706530,4209 28TH ST,LONG IS CITY,NY,11101,Queens
PARK 108 LLC,2129299404,234 W 108TH ST,NEW YORK,NY,10025,Manhattan
249 PARKING CORP.,2126457548,249 10TH AVE,NEW YORK,NY,10001,Manhattan
SAWYER PARKING LLC,2122428310,150 W 20TH ST,NEW YORK,NY,10011,Manhattan
RESOURCE PARKING LLC,2126869800,1540 BROADWAY,NEW YORK,NY,10036,Manhattan
IMPERIAL PARKING US LLC,2125573311,90-15 PARSONS BOULEVARD,JAMAICA,NY,11432,
NYC PARKING GROUP I LLC,7182850102,340 E 74TH ST,NEW YORK,NY,10021,Manhattan
DEB PARKING LLC,2127143571,300 W 135TH ST,NEW YORK,NY,10030,Manhattan
VS PARKING GARAGE CORP.,7189094449,275 PARK AVE,BROOKLYN,NY,11205,Brooklyn
NEW YORK PARKING 51ST STREET CORP.,212-308-5959,251 E 51ST ST,NEW YORK,NY,10022,Manhattan
SP PLUS CORPORATION,2125025490,380 LENOX AVE,NEW YORK,NY,10027,Manhattan
SAM DAR ENTERPRISES INC,6463997098,3000 PARK AVE,BRONX,NY,10451,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,115 E 57TH ST,NEW YORK,NY,10022,Manhattan
JENUWEN CAR PARK INC.,2122216111,580 FLATBUSH AVE,BROOKLYN,NY,11225,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,100 MORTON ST,NEW YORK,NY,10014,Manhattan
LOREN'S PARKING GARAGE CORPORATON,212-244-2332,4035 PARK AVE,BRONX,NY,10457,Bronx
PLATT PARKING LLC,2126869800,90 JOHN ST,NEW YORK,NY,10038,Manhattan
ABILITY PARKING CORP.,2122493344,200 E END AVE,NEW YORK,NY,10128,Manhattan
GM&M PARK INC.,6466100315,116 NOSTRAND AVE,BROOKLYN,NY,11205,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7182239722,95 OCEANA DR E,BROOKLYN,NY,11235,Brooklyn
"PARIS, ZACARIAS P",7182933679,1300 GERARD AVE,BRONX,NY,10452,Bronx
F & A PARKING CORP,7183992640,785 DEKALB AVE,BROOKLYN,NY,11221,Brooklyn
"LEONARD STREET PARKING, LLC",9736437700,88 LEONARD ST,NEW YORK,NY,10013,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,9605 QUEENS BLVD,REGO PARK,NY,11374,Queens
64TH WEST END PARKING LLC,2126869800,110 W END AVE,NEW YORK,NY,10023,Manhattan
PARKING SYSTEMS PLUS INC,8009441424,260 BAYCHESTER AVE,BRONX,NY,10475,Bronx
200 WEA PARKING CORP.,7187880066,200 W END AVE,NEW YORK,NY,10023,Manhattan
CLAREMONT PARKING CORP,2128661000,480 RIVERSIDE DR,NEW YORK,NY,10027,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,525 E 72ND ST,NEW YORK,NY,10021,Manhattan
300 PARKING INC.,2127367171,300 W 55TH ST,NEW YORK,NY,10019,Manhattan
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,1283 YORK AVE,NEW YORK,NY,10065,Manhattan
39TH AND EIGHTH PARKING LLC,212-686-9800,310 W 39TH ST,NEW YORK,NY,10018,Manhattan
QUIK PARK MARLO LLC,2128322066,56 FULTON ST,NEW YORK,NY,10038,Manhattan
VALET PARKING CORP.,2122493344,10 W 15TH ST,NEW YORK,NY,10011,Manhattan
PRIMARY PARKING LLC,2126869800,721 10TH AVE,NEW YORK,NY,10019,Manhattan
QUIK PARK LITTLE WEST LLC,,70 LITTLE WEST ST,NEW YORK,NY,10004,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125649199,47 CHURCH ST,NEW YORK,NY,10007,Manhattan
RKKS GROUP INC.,9172852934,13203 SANFORD AVE,FLUSHING,NY,11355,Queens
TRITO PARKING   PARKING CORP,2129355922,225 E 63RD ST,NEW YORK,NY,10065,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,159 W 48TH ST,NEW YORK,NY,10036,Manhattan
K One Parking Inc,,2160 WEBSTER AVE,BRONX,NY,10457,Bronx
ENTERPRISE 24 PARKING LLC,2126270012,160 W 24TH ST,NEW YORK,NY,10011,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,1292 PARK AVE,NEW YORK,NY,10029,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,58 W 58TH ST,NEW YORK,NY,10019,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,12 W 13TH ST,NEW YORK,NY,10011,Manhattan
CARTER AVE PARKING CORP.,3475979366,1841 CARTER AVE,BRONX,NY,10457,Bronx
216-10 NY PARKING CORP,(212) 304-0315,4055 10TH AVE,NEW YORK,NY,10034,Manhattan
EFFECTIVE PARKING LLC,2126869800,435 W 57TH ST,NEW YORK,NY,10019,Manhattan
MANHATTAN PARKING SYSTEM-PARK AVE. CORP.,2127536116,277 PARK AVE,NEW YORK,NY,10172,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,224 MULBERRY ST,NEW YORK,NY,10012,Manhattan
920 PARKING CORP.,2128661000,920 PARK AVE,NEW YORK,NY,10028,Manhattan
F & R PARKING LOT CORP.,7183295670,65 NEW YORK AVE,BROOKLYN,NY,11216,Brooklyn
169 LUDLOW PARKING LLC,212-262-4771,180 ORCHARD ST,NEW YORK,NY,10002,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,50 W 93RD ST,NEW YORK,NY,10025,Manhattan
57 & 11 PARKING CORP.,2128887400,622 W 57TH ST,NEW YORK,NY,10019,Manhattan
QUIK PARK BLEECKER STREET GARAGE LLC,212-686-9800,350 BLEECKER ST,NEW YORK,NY,10014,Manhattan
316 BERGEN PARKING CORP,2127367171,312 BERGEN ST,BROOKLYN,NY,11217,Brooklyn
"IMPERIAL PARKING (U.S.), LLC",2129378660,8935 162ND ST,JAMAICA,NY,11432,Queens
QUIK PARK GARMENT LLC,2128322066,155 E 34TH ST,NEW YORK,NY,10016,Manhattan
ADVANCE PARKING LLC,2122218902,249 W 43RD ST,NEW YORK,NY,10036,Manhattan
P.J.'S PARKING SERVICE CORP.,7189492507,8835 164TH ST,JAMAICA,NY,11432,Queens
CHAPLAND PARKING LLC,2122889645,111 E 82ND ST,NEW YORK,NY,10028,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,200 CHAMBERS ST,NEW YORK,NY,10007,Manhattan
1020 PARKING LLC,212-490-3460,1020 GRAND CONCOURSE,BRONX,NY,10451,Bronx
"OLYMPIC PARKING SYSTEMS, LLC",2126270667,587 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan
STANDARD PARKING CORPORATION,2122410795,1292 PARK AVE,NEW YORK,NY,10029,Manhattan
HERALD SQUARE PARKING LLC,2126869800,839 6TH AVE,NEW YORK,NY,10001,Manhattan
"PARKING SERVICES PLUS, INC.",5168254661,7710 41ST AVE,ELMHURST,NY,11373,Queens
QUIK PARK SOUTHERN LLC,2128322066,1 NEW YORK PLZ,NEW YORK,NY,10004,Manhattan
ENTERPRISE 62ND PARKING LLC,212-564-3199,301 E 62ND ST,NEW YORK,NY,10065,Manhattan
ONE PARKING 1411 LLC,2123706530,136 W 40TH ST,NEW YORK,NY,10018,Manhattan
GMH PARK INC,9172140583,1326 SPOFFORD AVE,BRONX,NY,10474,Bronx
"CORINTHIAN PARKING MANAGEMENT, LLC",2127957275,330 E 38TH ST,NEW YORK,NY,10016,Manhattan
247 NORTH 7TH STREET PARKING CORP,2127367171,248 N 8TH ST,BROOKLYN,NY,11211,Brooklyn
QSB 267 PROPERTY CO LLC,2127246833,267 W 87TH ST,NEW YORK,NY,10024,Manhattan
SP PLUS CORPORATION,2125025490,353 WEST ST,NEW YORK,NY,10014,Manhattan
"G & R PARKING SERVICES, INC.",7184309038,1550 BLONDELL AVE,BRONX,NY,10461,Bronx
"CONNAUGHT CAR PARK, LLC",2129966363,300 E 54TH ST,NEW YORK,NY,10022,Manhattan
1939 W FARMS RD PARKING CORP,7183008790,1939 W FARMS RD,BRONX,NY,10460,Bronx
10 WEST 66TH STREET CAR PARK LLC,2129966363,10 W 66TH ST,NEW YORK,NY,10023,Manhattan
ROX PARKING LLC,2123272626,931 1ST AVE,NEW YORK,NY,10022,Manhattan
45TH STREET PARKING CORP,2127367171,825 2ND AVE,NEW YORK,NY,10017,Manhattan
"3223 JOHNSON SERVICES, INC.",718-543-5219,3223 JOHNSON AVE,BRONX,NY,10463,Bronx
PRIME CAR PARK LLC,2122216111,941 HOE AVE,BRONX,NY,10459,Bronx
205 THIRD PARKING LLC,2126869800,205 3RD AVE,NEW YORK,NY,10003,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,211 W 87TH ST,NEW YORK,NY,10024,Manhattan
"STABLE CAR PARKING, INC.",212-979-9815,9201 4TH AVE,BROOKLYN,NY,11209,Brooklyn
REGAL PARKING CORP.,2127367171,9822 63RD DR,REGO PARK,NY,11374,Queens
SEWARD PARK GARAGE LLC,6465840409,413 GRAND ST,NEW YORK,NY,10002,Manhattan
